content,category,,,Legal Document
"The appellant relies on the following passage in PP McQuade and MGR Gronow, McDonald , Henry and Meek: Bankruptcy Law and Practice (5 th edn, 1996) at [40.1.335]: ""A creditor who, after he or she has served a bankruptcy notice, takes from the debtor a bill of exchange or promissory note for the debt, cannot, during the currency of the bill or the note, obtain a sequestration order founded on the notice, since, until the bill or note is dishonoured, it must be treated as payment (Ex parte Matthew; Re Matthew (1884) 12 QBD 506) and the position is the same, if, although dishonoured, it is in the hands of a third person to whom it has been endorsed for value by the creditor: Re Debtor [1908] 1 KB 344."" That passage does not assist the appellant. It assumes that the creditor has accepted the note. That the author uses the word ""take"" in that sense is made clear when one reads the two cases to which he refers. In each of those cases, the note had been accepted. For the same reason, each of those cases can be distinguished from the instant case.",Legal Documents,,,
Those submissions also referred to decisions in the Federal Court and other superior courts. Those cases were concerned with entities such as charities: E v Australian Red Cross Society [1991] FCA 20,Legal Documents,,,
Anor v Australian Yachting Federation Inc (1996) 131 FLR 241,Legal Documents,,,
"Reference should also be made to the judgment of Toohey J in Hughes v Western Australian Cricket Association (Inc) (1986) 19 FCR 10 ( Hughes ). 72 Toohey J in Hughes summarised the position up until 1986, saying, at 20: The last few years have seen several decisions, particularly by the High Court, in which the notion of a trading corporation has been examined. It is not my intention to refer to those decisions in great detail but rather to state the principles that appear to emerge from them and then to apply those principles to the facts of the present case. 1. The mere fact that a corporation trades does not mean that it is a trading corporation: R v Trade Practices Tribunal; Ex parte St George County Council [1974] HCA 7 ; (1974) 130 CLR 533 at 543, 562 (St George County Council); R v Federal Court of Australia; Ex parte Western Australian National Football League [1979] HCA 6 ; (1979) 143 CLR 190 at 219, 234 (Adamson). 2. The purpose of incorporation, propounded in St George County Council, is no longer a valid test. The test is one of the current activities of the corporation: Adamson; State Superannuation Board v Trade Practices Commission [1982] HCA 72 ; (1982) 150 CLR 282 at 304; (1982) ATPR 40-326 at 43,976-43,977 (State Superannuation Board). 3. But the current activities test is not the sole criterion for determining whether a corporation is a trading corporation. Thus where a corporation has not begun to trade, its character may be found in its constitution. Even when there are current activities, the corporation's constitution is not completely irrelevant: Fencott v Muller [1983] HCA 12 ; (1983) 152 CLR 570 at 602; (1983) ATPR 40-350 at 44,218. 4. Views as to the necessary extent of trading activity have varied. It must be a substantial corporate activity (Barwick CJ in Adamson at 208); the trading activities must form a sufficiently significant proportion of the corporation's overall activities (Mason J in Adamson at 233, with Jacobs J concurring at 237); the trading activities should not be insubstantial (Murphy J in Adamson at 239); the corporation must carry on trading activities on a significant scale: (Mason, Murphy and Deane JJ in State Superannuation Board at 304; 43,976-43,977; Deane J in Commonwealth v Tasmania [1983] HCA 21 ; (1983) 57 ALJR 450 at 559-560. 5. An incorporated sporting body can be a trading corporation if its activities meet the required test: Adamson. 6. In particular, incorporation under a statute such as the Associations Incorporation Act does not prevent a corporate body from being a trading corporation if its activities warrant that description: Adamson at 232. 7. Trading denotes the activity of providing, for reward, goods or services: Re Ku-ring-gai Co-operative Building Society (No 12) Ltd (1978) 36 FLR 134 at 139; St George County Council at 569-570; Bevanere Pty Ltd v Lubidineuse [1985] FCA 134 ; (1985) 7 FCR 325 at 330-331; (1985) ATPR 40-565 at 46,568. 8. The Trade Practices Act itself draws a distinction between trading corporations and financial corporations; nevertheless the two classes are not mutually exclusive: State Superannuation Board at 303.",Legal Documents,,,
"Toohey J in Hughes summarised the position up until 1986, saying, at 20: The last few years have seen several decisions, particularly by the High Court, in which the notion of a trading corporation has been examined. It is not my intention to refer to those decisions in great detail but rather to state the principles that appear to emerge from them and then to apply those principles to the facts of the present case. 1. The mere fact that a corporation trades does not mean that it is a trading corporation: R v Trade Practices Tribunal; Ex parte St George County Council [1974] HCA 7 ; (1974) 130 CLR 533 at 543, 562 (St George County Council); R v Federal Court of Australia; Ex parte Western Australian National Football League [1979] HCA 6 ; (1979) 143 CLR 190 at 219, 234 (Adamson). 2. The purpose of incorporation, propounded in St George County Council, is no longer a valid test. The test is one of the current activities of the corporation: Adamson; State Superannuation Board v Trade Practices Commission [1982] HCA 72 ; (1982) 150 CLR 282 at 304; (1982) ATPR 40-326 at 43,976-43,977 (State Superannuation Board). 3. But the current activities test is not the sole criterion for determining whether a corporation is a trading corporation. Thus where a corporation has not begun to trade, its character may be found in its constitution. Even when there are current activities, the corporation's constitution is not completely irrelevant: Fencott v Muller [1983] HCA 12 ; (1983) 152 CLR 570 at 602; (1983) ATPR 40-350 at 44,218. 4. Views as to the necessary extent of trading activity have varied. It must be a substantial corporate activity (Barwick CJ in Adamson at 208); the trading activities must form a sufficiently significant proportion of the corporation's overall activities (Mason J in Adamson at 233, with Jacobs J concurring at 237); the trading activities should not be insubstantial (Murphy J in Adamson at 239); the corporation must carry on trading activities on a significant scale: (Mason, Murphy and Deane JJ in State Superannuation Board at 304; 43,976-43,977; Deane J in Commonwealth v Tasmania [1983] HCA 21 ; (1983) 57 ALJR 450 at 559-560. 5. An incorporated sporting body can be a trading corporation if its activities meet the required test: Adamson. 6. In particular, incorporation under a statute such as the Associations Incorporation Act does not prevent a corporate body from being a trading corporation if its activities warrant that description: Adamson at 232. 7. Trading denotes the activity of providing, for reward, goods or services: Re Ku-ring-gai Co-operative Building Society (No 12) Ltd (1978) 36 FLR 134 at 139; St George County Council at 569-570; Bevanere Pty Ltd v Lubidineuse [1985] FCA 134 ; (1985) 7 FCR 325 at 330-331; (1985) ATPR 40-565 at 46,568. 8. The Trade Practices Act itself draws a distinction between trading corporations and financial corporations; nevertheless the two classes are not mutually exclusive: State Superannuation Board at 303. 139 The Etheridge Shire Council submitted in its written submissions that a trading corporation: [I]nvolves the buying and selling for the purposes of receiving revenue Adamson at page 235 (Mason J) and is a broad concept. Quickenden v O'Connor [2001] FCA 303 ; (2001) 109 FCR 243 at 261. A corporation may trade even though it enjoys a monopoly. St George County Council's case at 539 or is not motivated by the decision to make a profit. Ku-ring-gai Co-operative Building Society (No. 12) Ltd (1978) 36 FLR 134 at 167.",Legal Documents,,,
"Of these powers conferred by the LGA, it is worth noting that in Wingadee Shire Council v Willis [1910] HCA 35 ; (1910) 11 CLR 123 , Barton J, at 136, cited with approval the following passage of the judgment of Field J in the United States Supreme Court case of Meriwether v Garrett [1880] USSC 120 ; 102 US, 472 at 511: Municipal corporations are mere instrumentalities of the State for the more convenient administration of local government. Their powers are such as the legislature may confer, and these may be enlarged, abridged or entirely withdrawn at its pleasure.",Legal Documents,,,
"The High Court in the Work Choices Case , by a majority of five to two, held that the Work Choices Act was valid. The majority concluded that the understanding of the power conferred by s 51(xx) as explained by Mason CJ, Deane and Gaudron JJ in Re Dingjan; Ex parte Wagner (1995) 183 CLR 323 ; 128 ALR 81 ; [1995] HCA 16 ( Re Dingjan) and amplified by Gaudron J in Re Pacific Coal Pty Ltd; Ex parte Construction, Forestry, Mining and Energy Union (2000) 203 CLR 346 ; 172 ALR 257 ; [2000] HCA 34 ( Pacific Coal ) should be adopted. 18 At [178], the majority of the High Court said: This understanding of s 51(xx) was subsequently amplified by Gaudron J in her reasons in Re Pacific Coal Pty Ltd: Ex parte Construction, Forestry, Mining and Energy Union [2000] HCA 34 ; [(2000) 203 CLR 346 at 375 [83] ; [2000] HCA 34 ; 172 ALR 257 at 275; [2000] HCA 34] where her Honour said: I have no doubt that the power conferred by s 51(xx) of the Constitution extends to the regulation of the activities, functions, relationships and the business of a corporation described in that sub-section, the creation of rights, and privileges belonging to such a corporation, the imposition of obligations on it and, in respect of those matters, to the regulation of the conduct of those through whom it acts, its employees and shareholders and, also, the regulation of those whose conduct is or is capable of affecting its activities, functions, relationships or business. [footnote omitted] This understanding of the power should be adopted. It follows, as Gaudron J said, [2000] HCA 34 ; [(2000) 203 CLR 346 at 375 [83] ; [2000] HCA 34 ; 172 ALR 257 at 275; [2000] HCA 34] that the legislative power conferred by s 51(xx) ""extends to laws prescribing the industrial rights and obligations of corporations and their employees and the means by which they are to conduct their industrial relations"". 19 The majority concluded, in [198]: ... A law which prescribes norms regulating the relationship between constitutional corporations and their employees, or affecting constitutional corporations in the manner considered and upheld in Fontana Films or, as Gaudron J said in Re Pacific Coal, [2000] HCA 34 ; [(2000) 203 CLR 346 at 375 [83] ; [2000] HCA 34 ; 172 ALR 257 at 275] ""laws prescribing the industrial rights and obligations of [constitutional] corporations and their employees and the means by which they are to conduct their industrial relations"" are laws with respect to constitutional corporations. 20 In essence, the High Court, by a majority, concluded that the Work Choices Act was valid in its application to constitutional corporations. The central question in these two proceedings is whether the Etheridge Shire Council is such a corporation. 21 If it is, the acceptance by the majority in the Work Choices Case of the ambit of the power of the Commonwealth under s 51(xx) as described by Gaudron J in Pacific Coal , would mean that the Commonwealth has power to regulate the activities, functions, relationships and the business of the Etheridge Shire Council; the creation of rights and privileges belonging to the Etheridge Shire Council; the imposition of obligations on it; and, in respect of those matters, the regulation of the conduct of those through whom it acts, its employees, and also the regulation of those whose conduct is or is capable of affecting its activities, functions, relationships or business.",Legal Documents,,,
"Those submissions also referred to decisions in the Federal Court and other superior courts. Those cases were concerned with entities such as charities: E v Australian Red Cross Society [1991] FCA 20 ; (1991) 27 FCR 310 ; statutory corporations set up under State legislation which conduct various business activities: United Firefighters' Union of Australia v Metropolitan Fire and Emergency Services Board (1998) 83 FCR 346 ; corporations that conduct universities: Quickenden v O'Connor [2001] FCA 303 ; (2001) 109 FCR 243 ; and schools: Educang Limited v Queensland Industrial Relations Commission (2006) 154 IR 436; yachting organisations: Forbes &amp; Anor v Australian Yachting Federation Inc. (1996) 131 FLR 241; legal aid bodies: Aboriginal Legal Service of Western Australia Inc. v Lawrence [2007] WAIRC 435 ; and animal welfare organisations: Orion Pet Products Pty Ltd v Royal Society for the Prevention of Cruelty to Animals [2002] FCA 860 ; (2002) 120 FCR 191. 140 The written submissions on behalf of the Etheridge Shire Council ask the question "" How is the significance or substantiality of the trading activities to be assessed?"" (a) It is undoubtedly a fact of fact and degree (Adamson at 234); (b) A measurement of what is received from the alleged trading activities against total receipts as an indication of substantiality and significance has been accepted and adopted in a number of cases including:- (i) E v Red Cross [1991] FCA 20 ; (1991) 27 FCR 310 at 345; (ii) United Firefighters Union of Australia v Metropolitan Fire and Emergency Services Board (1998) 83 FCR 346 at 351; (iii) Orion Pet Products v RSPCA [2002] FCA 860 ; (2002) 120 FCR 191 at 219; (iv) Quickenden v O'Connor [2001] FCA 303 ; (2001) 109 FCR 243 at 272 and 273.",Legal Documents,,,
"Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (inliquidation) (No 2) [2006] FCA 157 (27 February 2006) [ Home ] [ Databases ] [ WorldLII ] [ Search ] [ Feedback ] Federal Court of Australia You are here: &nbsp; AustLII &gt;&gt; Databases &gt;&gt; Federal Court of Australia &gt;&gt; 2006 &gt;&gt; [2006] FCA 157 [ Database Search ] [ Name Search ] [ Recent Decisions ] [ Noteup ] [ Download ] [ Help ] Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (inliquidation) (No 2) [2006] FCA 157 (27 February 2006) Last Updated: 28 February 2006 FEDERAL COURT OF AUSTRALIA Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) (No 2) [2006] FCA 157 TRADE PRACTICES form of relief indemnity for likely loss and damage pursuant to s 87 Trade Practices Act 1974 (Cth), s 87 Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) [2006] FCA 146) related Leda Holdings Pty Ltd v Oraka Pty Ltd (1998) ATPR 41-601 cited Oraka Pty Ltd v Leda Holdings Pty Ltd (1997) ATPR 41-558 cited State of Western Australia v Wardley Australia Ltd (1991) 30 FCR 245 cited Wardley Australia Ltd v State of Western Australia [1992] HCA 55 ; (1992) 175 CLR 514 cited AUSTRALIAN COMPETITION AND CONSUMER COMMISSION v GLOBAL PREPAID COMMUNICATIONS PTY LTD (ACN 095 154 108) (IN LIQUIDATION), IN TOUCH NETWORKS PTY LTD (ACN 098 279 746) (IN LIQUIDATION), NICHOLAS YATES, FRANK YATES, NICHOLAS RHODIN, DANIEL ALBERT AND RUSSELL FIELDING NSD 328 OF 2003 GYLES J 27 FEBRUARY 2006 SYDNEY IN THE FEDERAL COURT OF AUSTRALIA NEW SOUTH WALES DISTRICT REGISTRY NSD 328 OF 2003 BETWEEN: AUSTRALIAN COMPETITION AND CONSUMER COMMISSION APPLICANT AND: GLOBAL PREPAID COMMUNICATIONS PTY LTD (ACN 095 154 108) (IN LIQUIDATION) FIRST RESPONDENT IN TOUCH NETWORKS PTY LTD (ACN 098 279 746) (IN LIQUIDATION) SECOND RESPONDENT NICHOLAS YATES THIRD RESPONDENT FRANK YATES FOURTH RESPONDENT NICHOLAS RHODIN FIFTH RESPONDENT DANIEL ALBERT SIXTH RESPONDENT RUSSELL FIELDING SEVENTH RESPONDENT JUDGE: GYLES J DATE: 27 FEBRUARY 2006 PLACE: SYDNEY SUPPLEMENTARY REASONS FOR JUDGMENT 1 I delivered reasons for judgment in this matter on 24 February 2006 ( Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) [2006] FCA 146) and stood the matter over until today to enable orders to be made. My attention has been drawn to the fact that I did not explicitly deal with the form of order for compensation to be made in respect of Loncaric and Carlon Pty Limited insofar as there was a claim for contingent loss.",Legal Documents,,,
"Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (inliquidation) (No 2) [2006] FCA 157 (27 February 2006) [ Home ] [ Databases ] [ WorldLII ] [ Search ] [ Feedback ] Federal Court of Australia You are here: &nbsp; AustLII &gt;&gt; Databases &gt;&gt; Federal Court of Australia &gt;&gt; 2006 &gt;&gt; [2006] FCA 157 [ Database Search ] [ Name Search ] [ Recent Decisions ] [ Noteup ] [ Download ] [ Help ] Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (inliquidation) (No 2) [2006] FCA 157 (27 February 2006) Last Updated: 28 February 2006 FEDERAL COURT OF AUSTRALIA Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) (No 2) [2006] FCA 157 TRADE PRACTICES form of relief indemnity for likely loss and damage pursuant to s 87 Trade Practices Act 1974 (Cth), s 87 Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) [2006] FCA 146) related Leda Holdings Pty Ltd v Oraka Pty Ltd (1998) ATPR 41-601 cited Oraka Pty Ltd v Leda Holdings Pty Ltd (1997) ATPR 41-558 cited State of Western Australia v Wardley Australia Ltd (1991) 30 FCR 245 cited Wardley Australia Ltd v State of Western Australia [1992] HCA 55 ; (1992) 175 CLR 514 cited AUSTRALIAN COMPETITION AND CONSUMER COMMISSION v GLOBAL PREPAID COMMUNICATIONS PTY LTD (ACN 095 154 108) (IN LIQUIDATION), IN TOUCH NETWORKS PTY LTD (ACN 098 279 746) (IN LIQUIDATION), NICHOLAS YATES, FRANK YATES, NICHOLAS RHODIN, DANIEL ALBERT AND RUSSELL FIELDING NSD 328 OF 2003 GYLES J 27 FEBRUARY 2006 SYDNEY IN THE FEDERAL COURT OF AUSTRALIA NEW SOUTH WALES DISTRICT REGISTRY NSD 328 OF 2003 BETWEEN: AUSTRALIAN COMPETITION AND CONSUMER COMMISSION APPLICANT AND: GLOBAL PREPAID COMMUNICATIONS PTY LTD (ACN 095 154 108) (IN LIQUIDATION) FIRST RESPONDENT IN TOUCH NETWORKS PTY LTD (ACN 098 279 746) (IN LIQUIDATION) SECOND RESPONDENT NICHOLAS YATES THIRD RESPONDENT FRANK YATES FOURTH RESPONDENT NICHOLAS RHODIN FIFTH RESPONDENT DANIEL ALBERT SIXTH RESPONDENT RUSSELL FIELDING SEVENTH RESPONDENT JUDGE: GYLES J DATE: 27 FEBRUARY 2006 PLACE: SYDNEY SUPPLEMENTARY REASONS FOR JUDGMENT 1 I delivered reasons for judgment in this matter on 24 February 2006 ( Australian Competition and Consumer Commission v Global Prepaid Communications Pty Ltd (ACN 095 154 108) (in liquidation) [2006] FCA 146) and stood the matter over until today to enable orders to be made. My attention has been drawn to the fact that I did not explicitly deal with the form of order for compensation to be made in respect of Loncaric and Carlon Pty Limited insofar as there was a claim for contingent loss. 3 I am satisfied that the terms of s 87 are wide enough to authorise the inclusion of orders which have the effect of indemnifying Carlon Pty Limited from claims by the sub-distributors. Burchett J made a similar order in Oraka Pty Ltd v Leda Holdings Pty Ltd (1997) ATPR 41-558. That judgment was set aside on appeal but not because of any fault in the relief granted ( Leda Holdings Pty Ltd v Oraka Pty Ltd (1998) ATPR 41-601). Beaumont J, who dissented in the Full Court, expressly approved that order (at 40,509). It was supported by the authorities referred to by Burchett J. (See also State of Western Australia v Wardley Australia Ltd (1991) 30 FCR 245 at 261 and Wardley Australia Ltd v State of Western Australia [1992] HCA 55 ; (1992) 175 CLR 514 at 545). Whether such an order should be made is for the discretion of the Court in each case.",Legal Documents,,,
"And finally, there are observations by Heerey J in Andi-Co Australia Pty Ltd v Meyers [2004] FCA 1358 , which are apposite in the context of the affidavit material filed in the present application. Heerey J said of the case before him at [17]: ... Mr Meyers has filed a substantial amount of affidavit material sworn by himself and others. However, it needs to be kept in mind that the issue is not whether his version of events is more plausible than Andi-Co's, but whether the alleged debts are the subject of genuine disputes and whether the alleged offsetting claims are genuine, that is to say, real and authentic as opposed to false, illegitimate, phoney, counterfeit and false. Accordingly, I shall not engage in an assessment of the rival merits. 18 The plaintiff asserts two offsetting claims. The first of the offsetting claims relates to what is said to be a genuine claim of the plaintiff against the defendant for the infringement of three patents, arising out of the defendant's manufacture and sale of water meter assemblies. 19 The second offsetting claim relates to an order for costs made in favour of the plaintiff against the defendant by me on 9 August 2004 in action Q69 of 2003.",Legal Documents,,,
"Lockhart J in Chadwick Industries (South Coast) Pty Ltd v Condensing Vaporisers Pty Ltd (1994) 13 ACSR 37 referred to the above observations of Hayne J and Thomas J, and also to the observations of Beazley J in Scanhill Pty Ltd v Century 21 Australasia Pty Ltd (1993) 12 ACSR 341 at 356-7.",Legal Documents,,,
"Such an order was made by Hely J in Fleur De Lys Pty Ltd v Jarrett (2004) 51 ACSR 238. 56 The application by the plaintiff seeks an order for costs on an indemnity basis, relying on the fact that its solicitor had corresponded with the solicitor for the defendant indicating that the plaintiff claimed that it had a cross demand for damages for infringement of patents. The defendant nonetheless persisted in resisting the setting aside of the statutory demand. 57 In my opinion, it is not appropriate that there be an order for costs on an indemnity basis.",Legal Documents,,,
"Austin J in Gujarat NRE Australia v Williams [2006] NSWSC 518 said: [20] Effectively, the standard to be reached to persuade a court that there is an offsetting claim is the same as the standard to be reached to persuade a court that there is a genuine dispute between the alleged debtor and the party claiming to be creditor. The most effective cited description of the standard for establishing a genuine dispute is a passage in the judgment of McLelland CJ in Eq in Eyota Pty Ltd v Hanave Pty Ltd (1994) 12 ACSR 785 at 787. There, his Honour said that the expression ""genuine dispute"" connotes a plausible contention requiring investigation, and raises much the same sort of considerations as the ""serious question to be tried"" criterion which arises in an application for an interlocutory injunction or for the extension or removal of a caveat. [21] It is of fundamental importance for parties to proceedings of this kind to understand that the court does not enter into the merits of any dispute between the parties. The court merely satisfies itself, to the standard described by McLelland CJ in Eq, that the dispute, or the assertion of an offsetting claim, is ""genuine"". If it is, then the statutory demand procedure is out of place. The whole purpose of the reforms introduced to corporate insolvency law, when the present Pt 5.4 was introduced, was to remove litigation about disputed claims from the winding up process. That is why courts have said, time and again, that if a creditor is aware that there is a dispute, asserted on behalf of the alleged debtor with sufficient plausibility to meet that relatively low threshold described by his Honour, issuing a statutory demand is wholly inappropriate. The correct course is to have the dispute resolved by proceedings asserting the debt.",Legal Documents,,,
"Having regard to the expert evidence of Mr Fox, the claims are, it seems to me, genuine claims put forward in good faith, and which are more than mere assertion. The claims are seriously disputed, as the expert evidence of Mr Collins demonstrates. Without looking too deeply at the issues of validity and infringement, the claims of the plaintiff in respect of damages for infringement are such that they have "" some real chance of success "", to use the words of Young J in Intag Microelectronics Pty Ltd v AWA Ltd (1995) 18 ACSR 284 at 289. 41 In my opinion, the conclusion that there is an offsetting claim in respect of the costs orders made by the Court on 9 August 2004 are even stronger. 42 On that day, the Court ordered that the decision of the AAT to affirm the decision of the Commissioner of Patents to decline an extension of time was set aside, and the matter was remitted to the AAT for consideration according to law. The Court ordered that the second respondent pay the costs of the applicant to be taxed if not agreed.",Legal Documents,,,
"Palmer J in Macleay Nominees Pty Ltd v Belle Property East Pty Ltd [2001] NSWSC 743 at [18] said: In my opinion, a genuine offsetting claim for the purposes of CA s 459H (1) and (2) means a claim on a cause of action advanced in good faith, for an amount claimed in good faith. 'Good faith' means arguable on the basis of facts asserted with sufficient particularity to enable the Court to determine that the claim is not fanciful. In a claim for unliquidated damages for economic loss, the Court will not be able to determine whether the amount claimed is claimed in good faith unless the plaintiff adduces some evidence to show the basis upon which the loss is said to arise and how that loss is calculated. If such evidence is entirely lacking, the Court cannot find that there is a genuine offsetting claim for the purposes of s 459H.",Legal Documents,,,
"The expression "" genuine claim "" was considered by Hayne J in the Supreme Court of Victoria in Mibor Investments Pty Ltd v Commonwealth Bank of Australia (1993) 11 ACSR 362, where his Honour said: ... any application to set aside a statutory demand must be made very quickly; it must be made within 21 days. Second, the statute contemplates a summary procedure, the only outcome of which will be an order affecting the statutory demand, not an order or judgment declaring a debt to be owing or not to be owing or ordering payment of any money sum. Third, the only significance that the statutory demand has is that if there is a failure to comply with it then the company is deemed to be insolvent. Thus the demand is no more than a precursor to an application for winding up in insolvency. Fourth, an application to wind up in insolvency must be determined within 6 months (unless the court is satisfied that special circumstances justify an extension of that time): s 459R. Firth, on the hearing of the application to wind up, the company may not oppose the application on grounds that it might have taken in any application to set aside the demand, unless those grounds are material to proving that the company is solvent. 11 Hayne J then said: These matters, taken in combination, suggest that at least in most cases, it is not expected that the court will embark upon any extended inquiry in order to determine whether there is a genuine dispute between the parties and certainly will not attempt to weigh the merits of that dispute. All that the legislation requires is that the court conclude that there is a dispute and that it is a genuine dispute.",Legal Documents,,,
"To like effect are the observations of Thomas J in the Supreme Court of Queensland in Re Morris Catering (Australia) Pty Ltd (1993) 11 ACSR 601, where his Honour said at 605-606: There is little doubt that Division 3 is intended to be a complete code which prescribes a formula that requires the Court to assess the position between the parties and preserve demands where it can be seen that there is no genuine dispute and no sufficient genuine offsetting claim. That is not to say that the Court will examine the merits or settle the dispute. The specified limits of the Court's examination are the ascertainment of whether there is a ""genuine dispute"" and whether there is a ""genuine claim"".",Legal Documents,,,
"Litigation involving those petty patents in the Federal Court [(1999) 47 IPR 525] resulted in the plaintiff losing on the issue of entitlement, Cooper J otherwise being satisfied that the invention was a manner of new manufacture and was also novel, inventive, and useful. 28 Mr Fox says: 5. GST [the plaintiff] is also the Patentee of three more recent patents (""the three new patents"") which also derive from application No. 85236/91 as divisional either directly or indirectly, those patents being No. 780782 (32815/95), No. 781173 (46033/01), and No. 781174 (43779/01) and all three new patents relate to the same ""invention"" as the two petty patents previously mentioned. In fact, the claims of patent No: 781174 are identical to the claims of one of the petty patents, namely, No: 645740. The claims of patent No: 781173 are identical to the claims of the other petty patent, namely, No: 662284. 29 The tenor of his evidence is that those commercially sold water meter assemblies infringe the patents of the plaintiff.",Legal Documents,,,
"The power given to the Court under s 50 of the Federal Court of Australia Act to forbid or restrict the publication of evidence should only be exercised in exceptional circumstances. Section 50 makes it clear that the power should only be exercised in order to prevent ""prejudice to the administration of justice or the security of the Commonwealth"". In the present case ASIC's concerns relate to prejudice to the administration of justice. It is a fundamental principle of the administration of justice in Australia that the administration of justice be open justice. When considering whether to exercise the power given by s 50 a Court must bear in mind the need to do justice between all relevant parties, taking as its initial position the principle of open justice. The manner in which a Court should approach an application under s 50 of the Federal Court of Australia Act to restrict the publication of evidence was considered by a Full Court of the Federal Court in Applicant Y v Australian Prudential Regulation Authority [2005] FCAFC 222. The Full Court said at pars [14] and [15]: ""The public interest, that the Court should effectively endeavour to achieve in considering the exercise of power under s 50, is the object of doing justice between the parties. That is the function that the Court is appointed to discharge. Where refusal to make an order might well undermine or defeat the purpose of achieving justice between the parties, and disappoint the public interest in having the Court deal responsibly with the affairs of citizens, it may be appropriate to make an order pursuant to s 50 ... The Court must, however, take into account what s 50 does not explicitly state, but is the underlying assumption upon which it is based, namely, the principle of open justice. The importance of the principle of open justice is not in doubt. On the other hand, the possibility of prejudice to the administration of justice must be weighed against the public interest in maintaining open justice. Although the principle of open justice is of great importance in exercising the discretion under s 50, it is not necessarily the whole weight of that principle that must be placed on the scales. The derogation from the principle that might be involved in making an order under s 50 may be very great, or it might be very small. The degree of derogation from the principle involved in the proposed order is an important matter to be considered in balancing the principle against possible prejudice to the administration of justice ..."" (citation omitted)",Legal Documents,,,
"The basis upon which the Court should approach an application under s 17(4) of the Federal Court of Australia Act is similar to the approach it should take in relation to an application under s 50. The power to order the exclusion of persons from a hearing should only be exercised in exceptional cases. It is clear from s 17(4) that that power should only be exercised in circumstances where not to exercise it would be ""contrary to the interests of justice"". The primary principle is that the principle of open justice is to be observed in that Court hearings should be open to the public and only closed where the interests of justice require that closure. As Earl Loreburn said in Scott v Scott [1913] AC 417 at 445: ""The inveterate rule is that justice shall be administered in open Court."" His Lordship accepted that it was appropriate in the interests of justice that the doors of the Court be closed when the subject-matter of the action would be destroyed by a hearing in open court.",Legal Documents,,,
"In Raybos Australia Pty Ltd v Jones [1985] 2 NSWLR 47, Kirby P (as he then was) said at 55: ""Many cases report the scrutiny by courts of statutory provisions designed to derogate from the open administration of justice. Running through these decisions is a common theme. It is that, by our tradition, the open administration of justice is the rule. Statutory derogation from openness is the exception. In the defence of the rule, such statutes will usually be strictly and narrowly construed. Unless the derogation is specifically provided for, courts are loathe to expand the field of secret justice ..."" Samuels JA, in the course of analysing whether the publication of the names in suit would defeat the ends of justice, said at 61: ""The inquiry must start with the proposition, central to our notions of forensic procedure, that the courts customarily conduct their business in public in order that the integrity, fairness and efficiency of the system, and its administrators, may be maintained by its exposure to public scrutiny."" 22 The applicant submitted that ASIC should disclose in open hearing what was the reasoning process to support the protection of the information sought by ASIC without disclosing what that information was. It submitted that it should, to the extent possible, identify the reasons why the information was being withheld without disclosing the information. The difficulty with acceding to that submission is that exposing the reasoning process would inevitably disclose the information sought to be protected. There were also a number of matters in respect of the claim for public interest immunity privilege raised in the confidential material which I wanted to discuss with counsel for ASIC but it was not possible to do this in open session without exposing the information that ASIC sought to protect. 23 The difficulty with which I was faced in this application by ASIC was that in order to determine whether orders should be made under ss 17(4) and 50 of the Federal Court of Australia Act I must have regard to the confidential affidavits (not served on the parties) filed by ASIC and its confidential submissions (not served on the parties) in order to understand the basis for the application. I reached the conclusion that in order to preserve the subject-matter of ASIC's claim for public interest immunity privilege I was compelled to make orders under ss 17(4) and 50 of the Federal Court Act in order to avoid prejudice to the administration of justice. If I had not made such orders I would have destroyed the basis for ASIC's claim. The hearing of ASIC's claim in the presence of the parties to the proceeding would have disclosed the very subject-matter and issues which ASIC claimed were protected from disclosure by the public interest immunity privilege. I therefore heard ASIC's application in camera in the absence of the parties to the proceeding.",Legal Documents,,,
